"PART_SEQ";"PART_LEVEL";"PART_ID";"PART_NAME_L";"PART_PARENT_NAME_L";"REMA_CONCENTRATION";"REMA_DATE";"STAT_ID";"STAT_CODE";"STAT_NAME_I";"STAT_NAME_D"
2;1;1320;Aceraceae;Polline;0;01.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;02.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;03.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;04.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;05.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;06.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;07.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;08.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;09.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;10.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;11.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;12.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;13.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;14.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;15.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;16.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;17.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;18.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;19.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;20.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;21.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;22.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;23.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;24.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;25.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;26.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;27.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;28.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;29.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;30.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;31.01.2019 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;01.02.2019 00:00:00;69;FI1;Firenze;
6;1;1327;Amaranthaceae;Polline;0;01.01.2019 00:00:00;69;FI1;Firenze;
6;1;1327;Amaranthaceae;Polline;0;02.01.2019 00:00:00;69;FI1;Firenze;
6;1;1327;Amaranthaceae;Polline;0;03.01.2019 00:00:00;69;FI1;Firenze;
6;1;1327;Amaranthaceae;Polline;0;04.01.2019 00:00:00;69;FI1;Firenze;
6;1;1327;Amaranthaceae;Polline;0;05.01.2019 00:00:00;69;FI1;Firenze;
6;1;1327;Amaranthaceae;Polline;0;06.01.2019 00:00:00;69;FI1;Firenze;
6;1;1327;Amaranthaceae;Polline;0;07.01.2019 00:00:00;69;FI1;Firenze;
6;1;1327;Amaranthaceae;Polline;0;08.01.2019 00:00:00;69;FI1;Firenze;
6;1;1327;Amaranthaceae;Polline;0;09.01.2019 00:00:00;69;FI1;Firenze;
6;1;1327;Amaranthaceae;Polline;0;10.01.2019 00:00:00;69;FI1;Firenze;
6;1;1327;Amaranthaceae;Polline;0;11.01.2019 00:00:00;69;FI1;Firenze;
6;1;1327;Amaranthaceae;Polline;0;12.01.2019 00:00:00;69;FI1;Firenze;
6;1;1327;Amaranthaceae;Polline;0;13.01.2019 00:00:00;69;FI1;Firenze;
6;1;1327;Amaranthaceae;Polline;0;14.01.2019 00:00:00;69;FI1;Firenze;
6;1;1327;Amaranthaceae;Polline;0;15.01.2019 00:00:00;69;FI1;Firenze;
